id	kakencode	mextcode	name	nameus	zip	address	tel	url	campus	note	lat	lon	source
317	32724	F113310104081	SBI大学院大学	SBI Graduate School	106-6021	東京都港区六本木1-6-1 泉ガーデンタワー21階	03-6229-1175	https://www.sbi-u.ac.jp/			35.664573	139.7395626	公式ウェブサイト
318	32820	F113310104090	こども教育宝仙大学	Hosen College of Childhood Education	164-8631	東京都中野区中央2-33-26	03-3365-0267	https://hosen.ac.jp/			35.699841	139.679171	公式ウェブサイト
319	32821	F113310104107	東京有明医療大学	Tokyo Ariake University of Medical and Health Sciences	135-0063	東京都江東区有明2丁目9番1号	03-6703-7000	https://www.tau.ac.jp/			35.641901	139.79666	公式ウェブサイト
320	32708	F113310104116	東京工芸大学	Tokyo Polytechnic University	164-8678	東京都中野区本町2-9-5	03-3372-1321	https://www.t-kougei.ac.jp/	中野キャンパス		35.6931607	139.6796368	公式ウェブサイト
321	32715	F113310104125	産業能率大学	Sanno University	158-8630	東京都世田谷区等々力6-39-15	03-3704-9955	https://www.sanno.ac.jp/	自由が丘キャンパス		35.613518	139.661498	公式ウェブサイト
322	32822	F113310104134	ヤマザキ動物看護大学	Yamazaki University of Animal Health Technology	192-0364	東京都八王子市南大沢4-7-2	042-653-0901	https://univ.yamazaki.ac.jp/univ/	南大沢キャンパス		35.610102	139.374448	公式ウェブサイト
323	32823	F113310104143	東京医療学院大学	University of Tokyo Health Sciences	206-0033	東京都多摩市落合4-11	042-373-8118	https://www.u-ths.ac.jp/			35.612223	139.429348	公式ウェブサイト
324	32824	F113310104152	事業構想大学院大学	The Graduate School of Project Design	107-8411	東京都港区南青山3-13-16	03-3478-8411	https://www.mpd.ac.jp/	1号館		35.665363	139.713655	公式ウェブサイト
325	32825	F113310104161	社会構想大学院大学	The Graduate School of Social Design	169-8518	東京都新宿区高田馬場1-25-30	03-3207-0005	https://www.socialdesign.ac.jp/			35.712338	139.706532	公式ウェブサイト
326	33501	F113310104170	帝京科学大学	Teikyo University of Science	120-0045	東京都足立区千住桜木2-2-1	03-6910-1010	https://www.ntu.ac.jp/	千住キャンパス		35.753639	139.789578	公式ウェブサイト
327	32832	F113310104189	東京情報デザイン専門職大学	Tokyo Information Design Professional University	132-0034	東京都江戸川区小松川2-7-1	03-5875-3117	https://www.tid.ac.jp/		2023年4月開学	35.6959642	139.8523271	公式ウェブサイト
328	32402	F113310104198	東京国際大学	Tokyo International University	170-0013	東京都豊島区東池袋4-42-31	03-5992-5555	https://www.tiu.ac.jp/	池袋キャンパス	2023年9月新校舎開設・本部移転	35.7284138	139.7215601	公式ウェブサイト
329	32833	F113310112027	東京経営大学	Tokyo Management University	101-0065	東京都千代田区西神田2丁目2-10	03-6261-7605	https://tokyomanagement-u.ac.jp/		2025年4月開学	35.6987403	139.7555886	公式ウェブサイト
330	12701	F114110104592	横浜国立大学	Yokohama National University	240-8501	神奈川県横浜市保土ケ谷区常盤台79-1	045-339-3014	https://www.ynu.ac.jp/			35.474654	139.588147	国立大学協会：一般社団法人国立大学協会概要’22（会員名簿），＜https://www.janu.jp/wp/wp-content/uploads/2022/10/members_20221001.pdf＞
331	12702	F114110104609	総合研究大学院大学	SOKENDAI (The Graduate University for Advanced Studies)	240-0193	神奈川県三浦郡葉山町（湘南国際村）	046-858-1500	https://www.soken.ac.jp/	葉山キャンパス		35.261095	139.608389	国立大学協会：一般社団法人国立大学協会概要’22（会員名簿），＜https://www.janu.jp/wp/wp-content/uploads/2022/10/members_20221001.pdf＞
332	22701	F114210104616	横浜市立大学	Yokohama City University	236-0027	神奈川県横浜市金沢区瀬戸22-2	045-787-2311	https://www.yokohama-cu.ac.jp/	金沢八景キャンパス		35.33385	139.618239	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
333	22702	F114210104625	神奈川県立保健福祉大学	Kanagawa University of Human Services	238-8522	神奈川県横須賀市平成町1丁目10番1号	046-828-2500	https://www.kuhs.ac.jp/	横須賀キャンパス		35.273828	139.681169	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
334	22703	F114210111993	川崎市立看護大学	Kawasaki City College of Nursing	212-0054	神奈川県川崎市幸区小倉4丁目30番地1号	044-587-3500	https://www.kawasaki-cn.ac.jp/			35.535836	139.669779	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
335	30124	F114310104632	星槎大学	Seisa University	250-0631	神奈川県足柄下郡箱根町仙石原817-255	0460-83-8202	https://seisa.ac.jp/	箱根キャンパス	大学本部（横浜事務局）は横浜市青葉区	35.268218	139.00699	公式ウェブサイト
336	32702	F114310104641	神奈川大学	Kanagawa University	221-8686	神奈川県横浜市神奈川区六角橋3-27-1	045-481-5661	https://www.kanagawa-u.ac.jp/	横浜キャンパス		35.484183	139.620867	公式ウェブサイト
337	32704	F114310104650	関東学院大学	Kanto Gakuin University	236-8501	神奈川県横浜市金沢区六浦東1-50-1	045-786-7002	https://univ.kanto-gakuin.ac.jp/	横浜・金沢八景キャンパス		35.323327	139.622889	公式ウェブサイト
338	32710	F114310104669	鶴見大学	Tsurumi University	230-8501	神奈川県横浜市鶴見区鶴見2-1-3	045-580-8627	https://www.tsurumi-u.ac.jp/			35.504954	139.672771	公式ウェブサイト
339	32711	F114310104678	フェリス女学院大学	Ferris University	245-8650	神奈川県横浜市泉区緑園4-5-3	045-812-8211	https://www.ferris.ac.jp/	緑園キャンパス		35.437147	139.650457	公式ウェブサイト
340	32712	F114310104687	横浜商科大学	Yokohama College of Commerce	230-8577	神奈川県横浜市鶴見区東寺尾4-11-1	045-571-3901	https://www.shodai.ac.jp/	つるみキャンパス		35.498552	139.659531	公式ウェブサイト
341	32722	F114310104696	八洲学園大学	Yashima Gakuen University	220-0021	神奈川県横浜市西区桜木町7丁目42番地	045-410-0515	https://www.yashima.ac.jp/univ/			35.459121	139.622781	公式ウェブサイト
342	32721	F114310104703	情報セキュリティ大学院大学	Institute of Information Security	221-0835	神奈川県横浜市神奈川区鶴屋町2-14-1	045-311-7784	https://www.iisec.ac.jp/			35.468085	139.623304	公式ウェブサイト
343	32723	F114310104712	横浜薬科大学	Yokohama University of Pharmacy	245-0066	神奈川県横浜市戸塚区俣野町601	045-859-1300	https://www.hamayaku.ac.jp/			35.384717	139.494019	公式ウェブサイト
344	32701	F114310104721	麻布大学	Azabu University	252-5201	神奈川県相模原市中央区淵野辺1-17-71	042-754-7111	https://www.azabu-u.ac.jp/			35.576338	139.390494	公式ウェブサイト
345	32703	F114310104730	神奈川歯科大学	Kanagawa Dental University	238-8580	神奈川県横須賀市稲岡町82番地	046-822-8751	https://www.kdu.ac.jp/			35.28435	139.670085	公式ウェブサイト
346	32705	F114310104749	鎌倉女子大学	Kamakura Women’s University	247-8512	神奈川県鎌倉市大船6丁目1番3号	0467-44-2111	https://www.kamakura-u.ac.jp/	大船キャンパス	2029年4月改称・共学化予定（鎌倉大学）	35.353051	139.539409	公式ウェブサイト
347	32706	F114310104758	湘南工科大学	Shonan Institute of Technology	251-8511	神奈川県藤沢市辻堂西海岸1-1-25	0466-30-0257	https://www.shonan-it.ac.jp/			35.325043	139.45329	公式ウェブサイト
348	32707	F114310104767	相模女子大学	Sagami Women’s University	252-0383	神奈川県相模原市南区文京2-1-1	042-742-1411	https://www.sagami-wu.ac.jp/			35.532448	139.430215	公式ウェブサイト
349	32709	F114310104776	洗足学園音楽大学	Senzoku Gakuen College of Music	213-8580	神奈川県川崎市高津区久本2-3-1	044-856-2727	https://www.senzoku.ac.jp/music/	溝の口キャンパス		35.594565	139.614291	公式ウェブサイト
350	32713	F114310104785	聖マリアンナ医科大学	St. Marianna University School of Medicine	216-8511	神奈川県川崎市宮前区菅生2-16-1	044-977-8111	https://www.marianna-u.ac.jp/			35.599865	139.549066	公式ウェブサイト
351	32714	F114310104794	神奈川工科大学	Kanagawa Institute of Technology	243-0292	神奈川県厚木市下荻野1030	046-291-3250	https://www.kait.jp/			35.486492	139.342669	公式ウェブサイト
352	32716	F114310104801	昭和音楽大学	Showa University of Music	215-8558	神奈川県川崎市麻生区上麻生1-11-1	044-953-1121	https://www.tosei-showa-music.ac.jp/	南校舎		35.600787	139.507987	公式ウェブサイト
353	32717	F114310104810	桐蔭横浜大学	Toin University of Yokohama	225-8503	神奈川県横浜市青葉区鉄町1614番地	045-972-5881	https://toin.ac.jp/univ/			35.566226	139.51826	公式ウェブサイト
354	32718	F114310104829	東洋英和女学院大学	Toyo Eiwa University	226-0015	神奈川県横浜市緑区三保町32	045-922-5511	https://www.toyoeiwa.ac.jp/daigaku/	横浜校地		35.508547	139.510643	公式ウェブサイト
355	32719	F114310104838	松蔭大学	Shoin University	243-0124	神奈川県厚木市森の里若宮9-1	046-247-1511	https://www.shoin-u.ac.jp/	厚木森の里キャンパス		35.44293	139.316314	公式ウェブサイト
356	32720	F114310104847	田園調布学園大学	Den-en Chofu University	215-8542	神奈川県川崎市麻生区東百合丘3-4-1	044-966-9211	https://www.dcu.ac.jp/			35.595218	139.524623	公式ウェブサイト
357	32725	F114310104856	横浜美術大学	Yokohama University of Art and Design	227-0033	神奈川県横浜市青葉区鴨志田町1204	045-962-2221	https://www.yokohama-art.ac.jp/			35.557255	139.497487	公式ウェブサイト
358	32726	F114310104865	日本映画大学	Japan Institute of the Moving Image	215-0004	神奈川県川崎市麻生区万福寺1-16-30	044-951-2511	https://www.eiga.ac.jp/	新百合ヶ丘キャンパス		35.604958	139.507627	公式ウェブサイト
359	32727	F114310104874	横浜創英大学	Yokohama Soei University	226-0015	神奈川県横浜市緑区三保町1番地	045-922-6105	https://www.soei.ac.jp/			35.511875	139.510419	公式ウェブサイト
360	32728	F114310104883	湘南医療大学	Shonan University of Medical Sciences	244-0806	神奈川県横浜市戸塚区上品濃16-48	045-821-0111	https://sums.ac.jp/	東戸塚キャンパス（保健医療学部棟・大学院棟）		35.437326	139.548933	公式ウェブサイト
361	32729	F114310104892	湘南鎌倉医療大学	Shonan Kamakura University of Medical Sciences	247-0066	神奈川県鎌倉市山崎1195-3	0467-38-3131	https://www.sku.ac.jp/			35.3426069	139.527085	公式ウェブサイト
362	32731	F114310104909	ビューティ＆ウェルネス専門職大学	Proessional University of Beauty & Wellness	224-0012	神奈川県横浜市都筑区牛久保3-9-3	045-530-9119	https://www.b-w.ac.jp/		2023年4月開学	35.5693589	139.5722004	公式ウェブサイト
363	32730	F114310104918	グローバルBiz専門職大学	Globiz Professional University	210-0007	神奈川県川崎市川崎区駅前本町22-1	044-589-8777	https://gpu.ac.jp/		2023年4月開学	35.5339581	139.7008287	公式ウェブサイト
364	32732	F114310112053	ZEN大学	ZEN University	249-0007	神奈川県逗子市新宿3丁目12番11号	0120-919-124	https://zen.ac.jp/	逗子キャンパス	2025年4月開学	35.2975264	139.5701429	公式ウェブサイト
365	13101	F115110105046	新潟大学	Niigata University	950-2181	新潟県新潟市西区五十嵐2の町8050番地	025-223-6161	https://www.niigata-u.ac.jp/	五十嵐キャンパス		37.86701	138.942539	国立大学協会：一般社団法人国立大学協会概要’22（会員名簿），＜https://www.janu.jp/wp/wp-content/uploads/2022/10/members_20221001.pdf＞
366	13102	F115110105055	長岡技術科学大学	Nagaoka University of Technology	940-2188	新潟県長岡市上富岡町1603-1	0258-46-6000	https://www.nagaokaut.ac.jp/			37.426744	138.77945	国立大学協会：一般社団法人国立大学協会概要’22（会員名簿），＜https://www.janu.jp/wp/wp-content/uploads/2022/10/members_20221001.pdf＞
367	13103	F115110105064	上越教育大学	Joetsu University of Education	943-8512	新潟県上越市山屋敷町1番地	025-521-3214	https://www.juen.ac.jp/			37.137025	138.224899	国立大学協会：一般社団法人国立大学協会概要’22（会員名簿），＜https://www.janu.jp/wp/wp-content/uploads/2022/10/members_20221001.pdf＞
368	23101	F115210105071	新潟県立看護大学	Niigata College of Nursing	943-0147	新潟県上越市新南町240番地	0255-26-2811	https://www.niigata-cn.ac.jp/			37.105746	138.268429	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
369	23102	F115210105080	新潟県立大学	University of Niigata Prefecture	950-8680	新潟県新潟市東区海老ケ瀬471番地	025-270-1300	https://www.unii.ac.jp/			37.9237	139.12701	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
370	23103	F115210105099	長岡造形大学	Nagaoka Institute of Design	940-2088	新潟県長岡市千秋4丁目197番地	0258-21-3311	https://www.nagaoka-id.ac.jp/			37.466582	138.830878	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
371	23104	F115210111849	三条市立大学	Sanjo City University	955-0091	新潟県三条市上須頃5002番地5	0256-47-5511	https://www.sanjo-u.ac.jp/			37.643842	138.9309084	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
372	33110	F115310105104	長岡大学	Nagaoka University	940-0828	新潟県長岡市御山町80-8	0258-39-1600	https://www.nagaokauniv.ac.jp/			37.430476	138.879152	公式ウェブサイト
373	33111	F115310105113	新潟医療福祉大学	Niigata University of Health and Welfare	950-3198	新潟県新潟市北区島見町1398	025-257-4455	https://www.nuhw.ac.jp/			37.965571	139.186668	公式ウェブサイト
374	33109	F115310105122	新潟青陵大学	Niigata Seiryo University	951-8121	新潟県新潟市中央区水道町1-5939	025-266-0127	https://www.n-seiryo.ac.jp/			37.92094	139.024658	公式ウェブサイト
375	33108	F115310105131	新潟工科大学	Niigata Institute of Technology	945-1195	新潟県柏崎市藤橋1719	0257-22-8111	https://www.niit.ac.jp/			37.339278	138.578992	公式ウェブサイト
376	33106	F115310105140	新潟経営大学	Niigata University of Management	959-1321	新潟県加茂市希望ケ丘2909-2	0256-53-3000	https://www.niigataum.ac.jp/			37.672061	139.064022	公式ウェブサイト
377	33107	F115310105159	新潟国際情報大学	Niigata University of International and Information Studies	950-2292	新潟県新潟市西区みずき野3-1-1	025-239-3111	https://www.nuis.ac.jp/	みずき野キャンパス		37.816781	138.900857	公式ウェブサイト
378	33104	F115310105168	敬和学園大学	Keiwa College	957-8585	新潟県新発田市富塚1270	0254-26-3636	https://www.keiwa-c.ac.jp/			37.956325	139.292275	公式ウェブサイト
379	33101	F115310105177	新潟薬科大学	Niigata University of Pharmacy and Applied Life Sciences	956-8603	新潟県新潟市秋葉区東島字山居265-1	0250-25-5000	https://www.nupals.ac.jp/	新津キャンパス		37.774686	139.122703	公式ウェブサイト
380	33102	F115310105186	国際大学	International University of Japan	949-7277	新潟県南魚沼市国際町777番地	025-779-1111	https://www.iuj.ac.jp/			37.14845	138.947662	公式ウェブサイト
381	33103	F115310105195	新潟産業大学	Niigata Sangyo University	945-1393	新潟県柏崎市大字軽井川4730	0257-24-6655	https://www.nsu.ac.jp/			37.334519	138.592923	公式ウェブサイト
382	33112	F115310105202	開志創造大学	Kaishi Innovation University	950-0916	新潟県新潟市中央区米山3-1-46	025-255-1250	https://www.jigyo.ac.jp/	新潟キャンパス	2026年4月学部設置・改称（旧・事業創造大学院大学，Graduate Institute for Entrepreneurial Studies）	37.907991	139.061897	公式ウェブサイト
383	33113	F115310105211	新潟リハビリテーション大学	Niigata University of Rehabilitation	958-0053	新潟県村上市上の山2-16	0254-56-8292	https://nur.ac.jp/			38.185575	139.439936	公式ウェブサイト
384	33114	F115310105220	新潟食料農業大学	Niigata Agro-Food University	959-2702	新潟県胎内市平根台2416	0254-28-9855	https://nafu.ac.jp/	胎内キャンパス		38.087396	139.374317	公式ウェブサイト
385	33116	F115310105239	開志専門職大学	Kaishi Professional University	950-0914	新潟県新潟市中央区紫竹山6-3-5	025-240-8118	https://kaishi-pu.ac.jp/	紫竹山キャンパス		37.8972631	139.0664564	公式ウェブサイト
386	33115	F115310105248	長岡崇徳大学	Nagaoka Sutoku University	940-2135	新潟県長岡市深沢町2278番地8	0258-46-6666	https://sutoku-u.ac.jp/			37.424947	138.772751	公式ウェブサイト
387	13201	F116110105312	富山大学	University of Toyama	930-8555	富山県富山市五福3190	076-445-6011	https://www.u-toyama.ac.jp/	五福キャンパス		36.69934	137.186143	国立大学協会：一般社団法人国立大学協会概要’22（会員名簿），＜https://www.janu.jp/wp/wp-content/uploads/2022/10/members_20221001.pdf＞
388	23201	F116210105329	富山県立大学	Toyama Prefectural University	939-0398	富山県射水市黒河5180番地	0766-56-7500	https://www.pu-toyama.ac.jp/	射水キャンパス		36.706477	137.097504	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
389	33201	F116310105336	高岡法科大学	Takaoka University of Law	939-1193	富山県高岡市戸出石代307-3	0766-63-3388	https://www.takaoka.ac.jp/		2025年度学生募集停止	36.669578	137.001335	公式ウェブサイト
390	33202	F116310105345	富山国際大学	Toyama University of International Studies	930-1292	富山県富山市東黒牧65-1	076-483-8000	https://www.tuins.ac.jp/	東黒牧キャンパス		36.599739	137.274019	公式ウェブサイト
391	33203	F116310105354	桐朋学園大学院大学	Toho Gakuen Graduate School	930-0138	富山県富山市呉羽町1884-17	076-434-6800	https://www.tohomusic.ac.jp/diploma/	富山キャンパス		36.717562	137.164896	公式ウェブサイト
392	13301	F117110105393	金沢大学	Kanazawa University	920-1192	石川県金沢市角間町	076-264-5111	https://www.kanazawa-u.ac.jp/	角間キャンパス		36.545985	136.708738	国立大学協会：一般社団法人国立大学協会概要’22（会員名簿），＜https://www.janu.jp/wp/wp-content/uploads/2022/10/members_20221001.pdf＞
393	13302	F117110105400	北陸先端科学技術大学院大学	Japan Advanced Institute of Science and Technology	923-1292	石川県能美市旭台1-1	0761-51-1111	https://www.jaist.ac.jp/			36.444154	136.593097	国立大学協会：一般社団法人国立大学協会概要’22（会員名簿），＜https://www.janu.jp/wp/wp-content/uploads/2022/10/members_20221001.pdf＞
394	23304	F117210105417	公立小松大学	Komatsu University	923-8511	石川県小松市四丁町ヌ1番地3	0761-41-6700	https://www.komatsu-u.ac.jp/	粟津キャンパス		36.354896	136.417151	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
395	23303	F117210105426	石川県立大学	Ishikawa Prefectural University	921-8836	石川県野々市市末松1丁目308番地	076-227-7220	https://www.ishikawa-pu.ac.jp/			36.506581	136.596729	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
396	23301	F117210105435	金沢美術工芸大学	Kanazawa College of Art	920-8656	石川県金沢市小立野2-40-1	076-262-3531	https://www.kanazawa-bidai.ac.jp/		2023年10月新校舎開設・移転	36.5475242	136.6817544	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
397	23302	F117210105444	石川県立看護大学	Ishikawa Prefectural Nursing University	929-1210	石川県かほく市学園台1丁目1番地	076-281-8300	https://www.ishikawa-nu.ac.jp/			36.780774	136.734158	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
398	33301	F117310105451	金沢星稜大学	Kanazawa Seiryo University	920-8620	石川県金沢市御所町丑10番地1	076-253-3924	https://www.seiryo-u.ac.jp/u/			36.584169	136.682253	公式ウェブサイト
399	33302	F117310105460	金沢工業大学	Kanazawa Institute of Technology	921-8501	石川県野々市市扇が丘7-1	076-248-1100	https://www.kanazawa-it.ac.jp/	扇が丘キャンパス		36.529954	136.627205	公式ウェブサイト
400	33303	F117310105479	金沢医科大学	Kanazawa Medical University	920-0293	石川県河北郡内灘町大学1丁目1番地	076-286-2211	https://www.kanazawa-med.ac.jp/			36.65534	136.646489	公式ウェブサイト
401	33304	F117310105488	北陸大学	Hokuriku University	920-1180	石川県金沢市太陽が丘1-1	076-229-1161	https://www.hokuriku-u.ac.jp/	太陽が丘キャンパス		36.525433	136.707513	公式ウェブサイト
402	33305	F117310105497	金沢学院大学	Kanazawa Gakuin University	920-1392	石川県金沢市末町10	076-229-1181	https://www.kanazawa-gu.ac.jp/			36.517451	136.695055	公式ウェブサイト
403	33306	F117310105503	金城大学	Kinjo University	924-8511	石川県白山市笠間町1200	076-276-4400	https://www.kinjo.ac.jp/ku/	笠間キャンパス		36.508765	136.529356	公式ウェブサイト
404	33307	F117310105512	北陸学院大学	Hokuriku Gakuin University	920-1396	石川県金沢市三小牛町イ11番地	076-280-3850	https://www.hokurikugakuin.ac.jp/univ/			36.517373	136.670948	公式ウェブサイト
405	33308	F117310111854	かなざわ食マネジメント専門職大学	Kanazawa Professional University of Food Management	924-0011	石川県白山市横江町5250	076-275-5933	https://kanazawa-pu.ac.jp/	白山キャンパス	2023年2月地番変更	36.5451116	136.5901521	公式ウェブサイト
406	13401	F118110105597	福井大学	University of Fukui	910-8507	福井県福井市文京3-9-1	0776-23-0500	https://www.u-fukui.ac.jp	文京キャンパス		36.076954	136.211774	国立大学協会：一般社団法人国立大学協会概要’22（会員名簿），＜https://www.janu.jp/wp/wp-content/uploads/2022/10/members_20221001.pdf＞
407	23401	F118210105602	福井県立大学	Fukui Prefectural University	910-1195	福井県吉田郡永平寺町松岡兼定島4-1-1	0776-61-6000	https://www.fpu.ac.jp/	永平寺キャンパス		36.109812	136.277572	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
408	23402	F118210105611	敦賀市立看護大学	Tsuruga Nursing University	914-0814	福井県敦賀市木崎78号2番地-1	0770-20-5500	https://tsuruga-nu.ac.jp/			35.64508	136.033749	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
409	33401	F118310105628	福井工業大学	Fukui University of Technology	910-8505	福井県福井市学園3丁目6番1号	0776-29-2620	https://www.fukui-ut.ac.jp/	福井キャンパス		36.068982	136.196068	公式ウェブサイト
410	33403	F118310105637	仁愛大学	Jin-ai University	915-8586	福井県越前市大手町3-1-1	0778-27-2010	https://www.jindai.ac.jp/			35.891428	136.211375	公式ウェブサイト
411	33404	F118310105646	福井医療大学	Fukui Health Science University	910-3190	福井県福井市江上町55-13-1	0776-59-2200	https://www.fukui-hsu.ac.jp/			36.129657	136.165943	公式ウェブサイト
412	13501	F119110105676	山梨大学	University of Yamanashi	400-8510	山梨県甲府市武田4-4-37	055-252-1111	https://www.yamanashi.ac.jp/	甲府キャンパス		35.677556	138.57392	国立大学協会：一般社団法人国立大学協会概要’22（会員名簿），＜https://www.janu.jp/wp/wp-content/uploads/2022/10/members_20221001.pdf＞
413	23501	F119210105683	都留文科大学	Tsuru University	402-8555	山梨県都留市田原3丁目8-1	0554-43-4341	https://www.tsuru.ac.jp/			35.538952	138.896434	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
414	23503	F119210105692	山梨県立大学	Yamanashi Prefectural University	400-0035	山梨県甲府市飯田5丁目11番1号	055-224-5261	https://www.yamanashi-ken.ac.jp/	飯田キャンパス		35.663622	138.555821	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
415	33402	F119310105707	山梨学院大学	Yamanashi Gakuin University	400-8575	山梨県甲府市酒折2-4-5	055-224-1234	https://www.ygu.ac.jp/	酒折キャンパス		35.656643	138.601002	公式ウェブサイト
416	33502	F119310105716	身延山大学	Minobusan University	409-2597	山梨県南巨摩郡身延町身延3567	0556-62-0107	https://www.min.ac.jp/			35.381528	138.427617	公式ウェブサイト
417	33503	F119310105725	山梨英和大学	Yamanashi Eiwa College	400-8555	山梨県甲府市横根町888	055-223-6020	https://www.yamanashi-eiwa.ac.jp/			35.661634	138.613257	公式ウェブサイト
418	33504	F119310105734	健康科学大学	Health Science University	401-0380	山梨県南都留郡富士河口湖町小立7187	0555-83-5200	https://www.kenkoudai.ac.jp/	富士山キャンパス		35.464404	138.743614	公式ウェブサイト
419	13601	F120110105771	信州大学	Shinshu University	390-8621	長野県松本市旭3-1-1	0263-35-4600	https://www.shinshu-u.ac.jp/	松本キャンパス		36.250057	137.97894	国立大学協会：一般社団法人国立大学協会概要’22（会員名簿），＜https://www.janu.jp/wp/wp-content/uploads/2022/10/members_20221001.pdf＞
420	23604	F120210105788	公立諏訪東京理科大学	Suwa University of Science	391-0292	長野県茅野市豊平5000-1	0266-73-1201	https://www.sus.ac.jp/			36.007798	138.183301	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
421	23603	F120210105797	長野県立大学	The University of Nagano	380-8525	長野県長野市三輪8丁目49番7号	026-217-2240	https://www.u-nagano.ac.jp/	三輪キャンパス		36.666083	138.200451	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
422	23601	F120210105804	長野県看護大学	Nagano College of Nursing	399-4117	長野県駒ヶ根市赤穂1694番地	0265-81-5100	https://www.nagano-nurs.ac.jp/			35.745965	137.933634	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
423	23602	F120210105813	長野大学	Nagano University	386-1298	長野県上田市下之郷658-1	0268-39-0001	https://www.nagano.ac.jp/			36.369159	138.223143	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
424	33602	F120310105820	松本歯科大学	Matsumoto Dental University	399-0781	長野県塩尻市広丘郷原1780	0263-52-3100	https://www.mdu.ac.jp/			36.127357	137.940369	公式ウェブサイト
425	33604	F120310105839	松本大学	Matsumoto University	390-1295	長野県松本市新村2095-1	0263-48-7200	https://www.matsumoto-u.ac.jp/			36.2203199	137.9111492	公式ウェブサイト
426	33605	F120310105848	清泉大学	Seisen University	381-0085	長野県長野市上野2-120-8	026-295-5665	https://u-seisen.ac.jp/	上野キャンパス	2025年4月改称・共学化（旧・清泉女学院大学，Seisen Jogakuin College）	36.686137	138.236277	公式ウェブサイト
427	33606	F120310105857	佐久大学	Saku University	385-0022	長野県佐久市岩村田2384	0267-68-6680	https://www.saku.ac.jp/			36.265991	138.463273	公式ウェブサイト
428	33607	F120310105866	長野保健医療大学	Nagano University of Health and Medicine	381-2227	長野県長野市川中島町今井原11-1	026-283-6111	https://shitoku.ac.jp/			36.593788	138.145155	公式ウェブサイト
429	33608	F120310111868	松本看護大学	Matsumoto College of Nursing	399-0033	長野県松本市笹賀3118	0263-58-4417	https://www.mcon.ac.jp/			36.1753218	137.9351863	公式ウェブサイト
430	13701	F121110105976	岐阜大学	Gifu University	501-1193	岐阜県岐阜市柳戸1番1	058-230-1111	https://www.gifu-u.ac.jp/			35.466224	136.736575	国立大学協会：一般社団法人国立大学協会概要’22（会員名簿），＜https://www.janu.jp/wp/wp-content/uploads/2022/10/members_20221001.pdf＞
431	23701	F121210105983	岐阜薬科大学	Gifu Pharmaceutical University	501-1196	岐阜県岐阜市大学西1丁目25番地4	058-230-8100	https://www.gifu-pu.ac.jp/	大学本部・大学院		35.465692	136.733819	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
432	23702	F121210105992	岐阜県立看護大学	Gifu College of Nursing	501-6295	岐阜県羽島市江吉良町3047番1	058-397-2300	https://www.gifu-cn.ac.jp/			35.306401	136.686259	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
433	23703	F121210106009	情報科学芸術大学院大学	Institute of Advanced Media Arts and Sciences	503-0006	岐阜県大垣市加賀野4丁目1番地7	0584-75-6600	https://www.iamas.ac.jp/			35.367567	136.639469	公立大学協会：会員校一覧，＜https://www.kodaikyo.org/?page_id=718＞
434	33706	F121310106016	中京学院大学	Chukyo Gakuin University	509-9195	岐阜県中津川市千旦林1-104	0573-66-3121	https://www.chukyogakuin-u.ac.jp/	中津川キャンパス		35.46778	137.489513	公式ウェブサイト
435	33701	F121310106025	岐阜協立大学	Gifu Kyoritsu University	503-8550	岐阜県大垣市北方町5-50	0584-77-3511	https://www.gku.ac.jp/	北方キャンパス		35.394411	136.619777	公式ウェブサイト
436	33702	F121310106034	岐阜女子大学	Gifu Women’s University	501-2592	岐阜県岐阜市太郎丸80	058-229-2211	https://gijodai.jp/			35.500316	136.807491	公式ウェブサイト
